name,highway,maxspeed,travel_time,lanes_cleaned,capacity_vph
Forstenrieder Allee,secondary,50,9.030457024772792,2,3600
Forstenrieder Allee,secondary,60,10.606350673247425,1,1800
Rotenhanstraße,residential,30,15.716542833621494,1,1800
Holzapfelstraße,residential,30,10.668759413179435,1,1800
Landsberger Straße,secondary,50,6.663332812702726,2,3600
Boschetsrieder Straße,secondary,50,0.9681319589339363,2,3600
Boschetsrieder Straße,secondary,50,14.147539362318435,2,3600
Geretsrieder Straße,residential,,20.31961342357204,1,1800
Tölzer Straße,residential,50,8.287535462349148,3,5400
Boschetsrieder Straße,secondary,50,7.254319265960719,3,5400
Tölzer Straße,residential,30,17.391395876958207,3,5400
Boschetsrieder Straße,secondary,50,8.704103509584524,3,5400
Malmedystraße,residential,30,8.999120785663939,1,1800
Tölzer Straße,residential,50,5.567131911807549,1,1800
Tölzer Straße,residential,50,8.287535462349148,3,5400
August-Zeune-Weg,residential,30,10.583630646136262,1,1800
Tölzer Straße,residential,50,1.8859582211062347,1,1800
Tölzer Straße,residential,50,5.567131911807549,1,1800
Südendstraße,residential,30,10.210164040849577,1,1800
"['Malmedystraße', 'Zaberner Straße', 'August-Zeune-Weg']",residential,30,38.33869158979724,1,1800
Malmedystraße,residential,30,8.99912078566394,1,1800
Südendstraße,residential,30,10.210164040849577,1,1800
"['Malmedystraße', 'Zaberner Straße', 'August-Zeune-Weg']",residential,30,38.338691589797236,1,1800
August-Zeune-Weg,residential,30,10.583630646136262,1,1800
Colmarer Straße,residential,30,26.10032296474557,1,1800
Rupert-Mayer-Straße,residential,50,5.097262579246733,2,3600
Rupert-Mayer-Straße,residential,50,13.65672500733414,1,1800
Tölzer Straße,residential,50,11.971078658506054,1,1800
Baierbrunner Straße,residential,50,18.31213244764782,2,3600
Baierbrunner Straße,residential,50,41.79210492667616,3,5400
Rupert-Mayer-Straße,residential,50,18.578366209403075,1,1800
Koppstraße,residential,,9.710363142910705,1,1800
Rupert-Mayer-Straße,residential,50,13.656725007334138,1,1800
Rupert-Mayer-Straße,residential,50,18.578366209403082,1,1800
"['Saarbrücker Straße', 'Sankt-Wendel-Straße']",residential,30,58.273778933921925,1,1800
Siemensallee,secondary,50,7.8734596235252745,2,3600
Siemensallee,secondary,50,11.289377597202623,2,3600
Carola-Neher-Straße,residential,30,29.219247990871896,1,1800
Siemensallee,secondary,50,20.951689166815846,3,5400
Siemensallee,secondary,50,7.8734596235252745,2,3600
Gmunder Straße,residential,,6.972862655038182,2,3600
Gmunder Straße,residential,,32.21911422862629,2,3600
Paul-Klee-Straße,residential,30,10.898217197637782,1,1800
Drygalski-Allee,secondary,50,10.666257925126217,1,1800
Schragenhofstraße,tertiary,50,27.7521668009459,2,3600
Skagerrakstraße,tertiary,50,13.843626589212285,3,5400
Am Kapuzinerhölzl,residential,30,9.436647736813304,1,1800
"['Am Kapuzinerhölzl', 'Baubergerstraße']",tertiary,"['30', '50']",53.37187553170007,2,3600
Menzinger Straße,primary,50,4.927598530232607,3,5400
Schragenhofstraße,tertiary,50,2.9627739586454442,4,7200
Schragenhofstraße,tertiary,50,6.380496926198362,3,5400
Tutzinger Straße,residential,30,16.898391726456712,1,1800
Marbachstraße,residential,30,29.634550495430243,1,1800
Marbachstraße,residential,30,12.943463488173869,1,1800
Andechser Straße,residential,30,17.490857752963894,1,1800
Marbachstraße,residential,30,29.63455049543025,1,1800
Marbachstraße,residential,30,8.715319133138522,1,1800
Marbachstraße,residential,30,8.71531913313852,1,1800
Tutzinger Straße,residential,30,16.898391726456712,1,1800
Passauerstraße,tertiary,50,5.530165730940395,2,3600
Passauerstraße,tertiary,50,8.663334928971725,2,3600
Passauerstraße,tertiary,50,8.663334928971725,2,3600
Johann-Clanze-Straße,tertiary,50,10.450055365815663,2,3600
Passauerstraße,tertiary,50,10.793649086356522,2,3600
Drachenseestraße,residential,30,21.971064054174917,1,1800
Ortlerstraße,residential,30,15.922563820278294,1,1800
Ortlerstraße,residential,30,16.068345210388024,1,1800
Hansastraße,tertiary,30,4.996623360781668,2,3600
"['Nestroystraße', 'Zillertalstraße']",residential,30,33.5865372772378,1,1800
Hansastraße,tertiary,30,12.547596215255062,2,3600
Ortlerstraße,residential,30,15.922563820278294,1,1800
Hansastraße,tertiary,50,6.259740712999517,2,3600
Hansastraße,tertiary,30,12.547596215255062,2,3600
Hansastraße,tertiary,50,4.360481561492487,2,3600
Hansastraße,tertiary,50,4.0038411249520856,2,3600
Oetztaler Straße,residential,30,22.89527623230828,1,1800
Drachenseestraße,residential,30,17.665815067641518,1,1800
Oetztaler Straße,residential,30,18.099100174143864,1,1800
Drachenseestraße,residential,30,21.971064054174917,1,1800
Oetztaler Straße,residential,30,22.895276232308277,1,1800
Drachenseestraße,residential,30,6.278626425688609,1,1800
Drachenseestraße,residential,30,17.665815067641518,1,1800
Kössener Straße,residential,30,20.869085282256883,1,1800
Kössener Straße,residential,30,15.728027987166744,1,1800
Andechser Straße,residential,30,17.490857752963894,1,1800
Passauerstraße,tertiary,50,7.123207719623976,4,7200
Passauerstraße,tertiary,50,11.6792904893519,2,3600
Kiefersfeldener Straße,residential,30,22.199559216285692,1,1800
Kössener Straße,residential,30,15.728027987166744,1,1800
Kössener Straße,residential,30,13.254162455552402,1,1800
Krüner Straße,residential,30,10.854690361615644,1,1800
Krüner Straße,residential,30,12.804651743876779,1,1800
Rattenberger Straße,residential,30,1.161150745674587,1,1800
Hinterbärenbadstraße,residential,30,14.128440914851328,1,1800
Rattenberger Straße,residential,30,23.749485687298,1,1800
Hinterbärenbadstraße,residential,30,16.79509794005008,1,1800
Heiterwanger Straße,residential,30,1.4097569615938141,1,1800
Hinterbärenbadstraße,residential,30,16.795097940050084,1,1800
Hinterbärenbadstraße,residential,30,13.750359716916376,1,1800
Oetztaler Straße,residential,30,18.099100174143867,1,1800
Zillertalstraße,residential,30,23.481823755826568,1,1800
Zillertalstraße,residential,30,26.079651183330025,1,1800
Hinterbärenbadstraße,residential,30,13.750359716916378,1,1800
Partnachstraße,residential,30,0.9443517100395825,1,1800
Treffauerstraße,residential,30,10.72493160605884,1,1800
Partnachplatz,unclassified,30,9.844000225338164,3,5400
Heiterwanger Straße,residential,30,36.736187140904846,1,1800
Heiterwanger Straße,residential,30,39.004280839440426,1,1800
Rattenberger Straße,residential,30,12.211306604053817,1,1800
Ortlerstraße,residential,30,16.068345210388024,1,1800
"['Nestroystraße', 'Zillertalstraße']",residential,30,33.58653727723781,1,1800
Zillertalstraße,residential,30,23.481823755826568,1,1800
Fernpaßstraße,residential,30,14.256563143244458,1,1800
Heiterwanger Straße,residential,30,39.00428083944043,1,1800
Heiterwanger Straße,residential,30,34.141901666772576,1,1800
Hinterbärenbadstraße,residential,30,13.372576049061305,1,1800
Fernpaßstraße,residential,30,14.25656314324446,1,1800
Hinterbärenbadstraße,residential,30,25.163197358781375,1,1800
Fernpaßstraße,residential,30,13.318310567045446,1,1800
Fernpaßstraße,residential,30,18.55755451523519,1,1800
Krüner Straße,residential,30,2.9380297473409054,1,1800
Krüner Straße,residential,30,42.396845149639105,1,1800
Fernpaßstraße,residential,30,8.972351700682418,1,1800
Ohlstadter Straße,residential,30,3.080250874693452,1,1800
Ohlstadter Straße,residential,30,45.661880424549786,1,1800
Fernpaßstraße,residential,30,16.463136413621573,1,1800
Treffauerstraße,residential,30,3.177884309731998,1,1800
Treffauerstraße,residential,30,7.112831823007617,1,1800
Penzberger Straße,residential,30,8.151244398553818,1,1800
Penzberger Straße,residential,30,3.108369822483269,1,1800
Fernpaßstraße,residential,30,16.35308451378032,1,1800
Fernpaßstraße,residential,30,9.0845799029547,1,1800
Baderseestraße,residential,30,26.651212759700734,1,1800
Penzberger Straße,residential,30,3.108369822483269,1,1800
Fernpaßstraße,residential,30,9.0845799029547,1,1800
Albert-Roßhaupter-Straße,secondary,50,5.938383550080539,2,3600
Treffauerstraße,residential,30,17.894704020564667,1,1800
Treffauerstraße,residential,30,10.72493160605884,1,1800
Baderseestraße,residential,30,26.651212759700737,1,1800
Leutascher Straße,residential,30,9.229558377355122,1,1800
Treffauerstraße,residential,30,17.894704020564667,1,1800
Fernpaßstraße,residential,30,9.021952655308814,1,1800
Treffauerstraße,residential,30,3.177884309731998,1,1800
Fernpaßstraße,residential,30,12.965112148645714,1,1800
Ohlstadter Straße,residential,30,17.471250933953456,1,1800
Ohlstadter Straße,residential,30,3.080250874693452,1,1800
Ohlstadter Straße,residential,30,12.147258149813048,1,1800
Ohlstadter Straße,residential,30,17.471250933953456,1,1800
Leutascher Straße,residential,30,9.229558377355122,1,1800
Leutascher Straße,residential,30,10.667632072119128,1,1800
Krüner Straße,residential,30,6.908439800275346,1,1800
Krüner Straße,residential,30,7.451750299802254,1,1800
Leutascher Straße,residential,30,10.667632072119128,1,1800
Hinterbärenbadstraße,residential,30,13.742225142614107,1,1800
Hinterbärenbadstraße,residential,30,14.128440914851328,1,1800
Krüner Straße,residential,30,10.014446525557256,1,1800
Krüner Straße,residential,30,2.9380297473409054,1,1800
Hinterbärenbadstraße,residential,30,10.742806335596544,1,1800
Hinterbärenbadstraße,residential,30,25.163197358781378,1,1800
Heiterwanger Straße,residential,30,34.14190166677258,1,1800
,residential,,2.197318265382572,2,3600
Garmischer Straße,trunk_link,"['60', '50']",26.247243139906487,3,5400
Hinterbärenbadstraße,residential,30,10.742806335596544,1,1800
Garmischer Straße,tertiary,30,9.195276547601912,2,3600
Ohlstadter Straße,residential,30,45.66188042454978,1,1800
Treffauerstraße,residential,30,10.455530307189283,1,1800
Treffauerstraße,residential,30,9.449968241384793,1,1800
Juifenstraße,residential,30,19.645245110183204,1,1800
Treffauerstraße,residential,30,9.449968241384793,1,1800
Treffauerstraße,residential,30,20.796936893842485,1,1800
Weilheimer Straße,residential,30,12.743466841498103,1,1800
Partnachstraße,residential,30,6.671182381719683,1,1800
Krüner Straße,residential,30,4.266842677573744,1,1800
Krüner Straße,residential,30,12.804651743876779,1,1800
Partnachstraße,residential,30,6.671182381719683,1,1800
Ohlstadter Straße,residential,30,12.147258149813048,1,1800
"['Brunecker Straße', 'Partnachstraße']","['living_street', 'residential']",30,11.205120315108875,1,1800
Krüner Straße,residential,30,4.266842677573744,1,1800
Alpspitzstraße,residential,30,3.6614812712036713,1,1800
Krüner Straße,residential,30,7.451750299802254,1,1800
Luise-Kiesselbach-Platz,residential,,2.073346991041782,2,3600
Weilheimer Straße,residential,30,30.169685297252535,1,1800
Luise-Kiesselbach-Platz,secondary,50,13.44964114594988,4,7200
Scharnitzstraße,residential,30,22.120239607837433,1,1800
Weilheimer Straße,residential,30,8.406972549143726,1,1800
Weilheimer Straße,residential,30,12.743466841498103,1,1800
Penzberger Straße,residential,30,8.138642103828897,1,1800
Weilheimer Straße,residential,30,30.16968529725254,1,1800
Weilheimer Straße,residential,30,8.406972549143726,1,1800
Penzberger Straße,residential,30,10.461227210241006,1,1800
Penzberger Straße,residential,30,8.138642103828897,1,1800
Juifenstraße,residential,30,19.645245110183204,1,1800
Penzberger Straße,residential,30,8.151244398553818,1,1800
Penzberger Straße,residential,30,10.461227210241006,1,1800
Echelsbacher Straße,residential,30,17.749660912248235,1,1800
Johann-Clanze-Straße,residential,30,1.4267378357828973,1,1800
Johann-Clanze-Straße,residential,30,11.539482418235485,1,1800
"['Hauffstraße', 'Hölderlinstraße']",residential,30,19.335109695711253,1,1800
"['Robert-Bosch-Straße', 'Am Hörhammermoos']",residential,,39.78437156296288,1,1800
Am Hörhammermoos,residential,,18.72091914809401,1,1800
Rudolf-Diesel-Straße,residential,,28.91030986017387,1,1800
Karl-Benz-Straße,residential,,14.214538746573373,1,1800
Rudolf-Diesel-Straße,residential,,28.91030986017387,1,1800
"['Ohmstraße', 'Heisenbergstraße']",residential,,40.78222116019179,1,1800
Karl-Benz-Straße,residential,,10.031388696889307,1,1800
Karl-Benz-Straße,residential,,4.619543709276509,1,1800
Max-Planck-Straße,residential,,11.468688807382629,1,1800
Karl-Benz-Straße,residential,,22.774555809737723,1,1800
Max-Planck-Straße,residential,,19.907234889872964,1,1800
Einsteinstraße,residential,,24.898579773562485,1,1800
Max-Planck-Straße,residential,,9.599095804397571,1,1800
Max-Planck-Straße,residential,,11.468688807382629,1,1800
Einsteinstraße,residential,,24.89857977356248,1,1800
"['Ohmstraße', 'Heisenbergstraße']",residential,,40.782221160191796,1,1800
Heisenbergstraße,residential,,12.070363354408103,1,1800
Max-Planck-Straße,residential,,19.907234889872964,1,1800
Otto-Hahn-Straße,residential,,51.508693987726254,1,1800
Würmstraße,residential,30,1.717825472036015,1,1800
Ratiborer Straße,residential,30,12.950065147899084,1,1800
Würmstraße,residential,30,10.395705940821783,1,1800
Würmstraße,residential,30,5.28329299953701,1,1800
Schroppenstraße,residential,30,11.393782573985048,1,1800
Würmstraße,residential,30,10.395705940821783,1,1800
Fünfkirchner Straße,residential,"['30', '50']",8.11380055371102,1,1800
Fünfkirchner Straße,residential,"['30', '50']",8.11380055371102,1,1800
Fünfkirchner Straße,residential,30,7.358076516617926,1,1800
Adalbert-Stifter-Straße,residential,30,4.222724200850311,1,1800
Franzensbader Straße,residential,30,5.2378630562885995,1,1800
Fünfkirchner Straße,residential,30,7.358076516617926,1,1800
"['Anton-Günther-Straße', 'Fünfkirchner Straße']",residential,30,33.36572022586295,1,1800
Anton-Günther-Straße,residential,30,3.6979845396376425,1,1800
Jakob-Kaiser-Straße,residential,30,9.372114868246385,1,1800
"['Anton-Günther-Straße', 'Fünfkirchner Straße']",residential,30,33.36572022586295,1,1800
Anton-Günther-Straße,residential,30,3.6979845396376425,1,1800
Berliner Straße,residential,30,18.63286503812912,1,1800
Ludwig-Ernst-Straße,residential,30,30.29075915515518,1,1800
Berliner Straße,residential,50,6.902502903979606,1,1800
Josef-Seliger-Straße,residential,30,8.883251154228077,1,1800
Adam-Stegerwald-Straße,residential,30,19.287789040718277,1,1800
Berliner Straße,residential,30,18.63286503812912,1,1800
Theodor-Heuss-Straße,tertiary,,3.924377941302879,4,7200
Theodor-Heuss-Straße,tertiary,,12.990869104378808,5,9000
Gaußstraße,residential,50,8.17867504920583,1,1800
Gaußstraße,residential,50,10.066601456444497,1,1800
Röntgenstraße,residential,50,15.051428963578225,1,1800
Siemensstraße,residential,50,0.36511500861140345,1,1800
Siemensstraße,residential,50,7.757702996309084,1,1800
Röntgenstraße,residential,50,15.051428963578225,1,1800
Am Hörhammermoos,residential,,18.72091914809401,1,1800
Am Hörhammermoos,residential,,2.19110812524069,1,1800
Fraunhoferstraße,residential,,34.74372329232162,1,1800
Sudetenlandstraße,tertiary,50,6.027752204951156,2,3600
Würmstraße,residential,30,7.4052242591398745,1,1800
Sudetenlandstraße,tertiary,50,6.055590061885927,2,3600
Robert-Bosch-Straße,residential,,18.787303786406806,1,1800
Otto-Hahn-Straße,residential,,51.50869398772627,1,1800
Robert-Bosch-Straße,residential,50,6.772054222657186,3,5400
Karl-Benz-Straße,residential,,14.214538746573373,1,1800
Robert-Bosch-Straße,residential,,18.78730378640681,1,1800
"['Robert-Bosch-Straße', 'Am Hörhammermoos']",residential,,39.78437156296288,1,1800
Karl-Benz-Straße,residential,,18.43271413735629,1,1800
Max-Planck-Straße,residential,,9.599095804397571,1,1800
Karl-Benz-Straße,residential,,0.9642693885565641,1,1800
Karl-Benz-Straße,residential,,2.6042462458731954,1,1800
Heisenbergstraße,residential,,12.070363354408103,1,1800
Karl-Benz-Straße,residential,,2.6042462458731954,1,1800
Karl-Benz-Straße,residential,,16.62679396290541,1,1800
Karl-Benz-Straße,residential,,10.031388696889307,1,1800
Augsburger Straße,secondary,50,0.6088344935479701,2,3600
Augsburger Straße,secondary,50,2.578180608930334,2,3600
Augsburger Straße,residential,50,0.8278388681567588,1,1800
Augsburger Straße,residential,20,7.566486427182487,1,1800
Augsburger Straße,residential,20,23.76947592107114,1,1800
Augsburger Straße,residential,20,5.9577708483562155,1,1800
Gottesackerstraße,residential,30,5.016728714613164,1,1800
Burgfriedenstraße,residential,30,7.85867781589579,1,1800
Augsburger Straße,residential,20,23.76947592107114,1,1800
Augsburger Straße,residential,20,10.190195813582015,1,1800
Augsburger Straße,residential,20,18.23399548909762,1,1800
Klosterstraße,residential,"['30', '10']",18.5855457234157,1,1800
Wieningerstraße,residential,30,9.357858576528532,1,1800
Augsburger Straße,residential,20,8.749157216837856,1,1800
Augsburger Straße,residential,20,10.190195813582015,1,1800
Schloßstraße,residential,30,11.463877332468382,1,1800
"['Klosterstraße', 'Schloßstraße']",residential,"['30', '10']",12.131252750843437,1,1800
Hofgartenweg,residential,,7.469171820088544,1,1800
Jocherstraße,residential,30,18.460159430634885,1,1800
Konrad-Adenauer-Straße,residential,20,26.748384952107273,2,3600
Konrad-Adenauer-Straße,residential,30,8.801690950281706,2,3600
Jocherstraße,residential,30,18.460159430634885,1,1800
Herbststraße,residential,30,6.969779207678436,1,1800
Loestraße,residential,30,12.920585573376727,1,1800
Loestraße,residential,30,23.805491955497278,1,1800
Herbststraße,residential,30,10.227983385188942,1,1800
Herbststraße,residential,30,6.969779207678436,1,1800
Loestraße,residential,30,23.805491955497285,1,1800
Mittermayerstraße,secondary,50,11.821010274056658,2,3600
Mittermayerstraße,secondary,50,2.60426651104012,2,3600
Zielstattstraße,residential,50,0.905173448009992,1,1800
Murnauer Straße,secondary,50,10.149056724021003,2,3600
Zielstattstraße,residential,50,30.456229006325803,2,3600
Zielstattstraße,residential,50,0.905173448009992,1,1800
Zielstattstraße,residential,30,0.8673757095791113,1,1800
Aidenbachstraße,secondary,50,6.087406438127941,2,3600
Zielstattstraße,residential,50,30.456229006325803,2,3600
Zielstattstraße,residential,50,29.927263662263506,2,3600
Passauerstraße,tertiary,30,21.81568778547902,2,3600
Hofmannstraße,tertiary,50,19.94445575664112,2,3600
Hofgartenweg,residential,,7.469171820088543,1,1800
Steinmetzstraße,residential,30,9.19910104119009,1,1800
Steinmetzstraße,residential,30,10.130817548162854,1,1800
Nelkenweg,residential,30,17.805817484780665,1,1800
Steinmetzstraße,residential,30,14.112217321273475,1,1800
Steinmetzstraße,residential,30,9.199101041190092,1,1800
Tulpenweg,residential,30,15.229107754016747,1,1800
Aidenbachstraße,secondary,50,4.069303764367409,2,3600
Tulpenweg,residential,30,15.229107754016747,1,1800
Steinmetzstraße,residential,30,10.130817548162854,1,1800
Zielstattstraße,residential,30,17.10113467310564,1,1800
Hirsch-Gereuth-Straße,residential,30,1.3185847679914648,1,1800
Murnauer Straße,secondary,50,6.846111979166733,2,3600
Illingstraße,residential,30,1.1739225534786324,1,1800
"['Slevogtstraße', 'Illingstraße']",residential,30,19.529901714943584,1,1800
Murnauer Straße,secondary,50,10.264523844752535,2,3600
Pfaffenwinkel,residential,30,26.292170980363895,1,1800
"['Slevogtstraße', 'Illingstraße']",residential,30,19.529901714943588,1,1800
Slevogtstraße,residential,30,33.385973804146914,1,1800
Pfaffenwinkel,residential,30,26.292170980363892,1,1800
Murnauer Straße,secondary,50,16.27875990242844,2,3600
Pilsenseestraße,residential,30,10.063033347319976,1,1800
Höglwörther Straße,tertiary,50,9.00389970198749,2,3600
Höglwörther Straße,tertiary,50,10.872556576101621,2,3600
Aichacher Straße,residential,30,16.31980295059035,1,1800
Höglwörther Straße,tertiary,50,24.20806080495644,2,3600
Höglwörther Straße,tertiary,50,9.00389970198749,2,3600
Breitbrunner Straße,residential,30,32.00915170713366,1,1800
"['Südparkallee', 'Inninger Straße']",residential,30,38.545554750711794,1,1800
Südparkallee,residential,30,12.700931498577235,1,1800
Uttinger Straße,residential,30,7.915637041239069,1,1800
Südparkallee,residential,30,24.00588008453623,1,1800
Südparkallee,residential,30,12.700931498577235,1,1800
Holzhausener Straße,residential,30,12.819835017784392,1,1800
Breitbrunner Straße,residential,30,32.00915170713366,1,1800
Holzhausener Straße,residential,30,8.858765324118385,1,1800
Schondorfer Straße,residential,30,34.13196894631771,1,1800
Holzhausener Straße,residential,30,12.819835017784392,1,1800
Holzhausener Straße,residential,30,13.042691528608003,1,1800
Aichacher Straße,residential,30,6.346710458901529,1,1800
Aichacher Straße,residential,30,3.4529395850169435,1,1800
Holzhausener Straße,residential,30,13.042691528608005,1,1800
Iffeldorfer Straße,residential,30,13.362398343653672,1,1800
Aichacher Straße,residential,30,3.4529395850169435,1,1800
Aichacher Straße,residential,30,16.31980295059035,1,1800
Iffeldorfer Straße,residential,30,13.362398343653672,1,1800
Pilsenseestraße,residential,30,10.063033347319978,1,1800
Pilsenseestraße,residential,30,8.018068155431493,1,1800
Schondorfer Straße,residential,30,34.13196894631771,1,1800
Uttinger Straße,residential,30,7.915637041239069,1,1800
Uttinger Straße,residential,30,27.73074431915619,1,1800
Pilsenseestraße,residential,30,11.17838538635292,1,1800
Pilsenseestraße,residential,30,10.692518200777286,1,1800
Uttinger Straße,residential,30,27.73074431915619,1,1800
Aichacher Straße,residential,30,7.418420613170957,1,1800
Pilsenseestraße,residential,30,11.94279921937641,1,1800
Pilsenseestraße,residential,30,11.17838538635292,1,1800
"['Aichacher Straße', 'Kuhfluchtstraße']",residential,30,21.569500705770473,1,1800
Aichacher Platz,residential,30,7.429189103233308,1,1800
Pilsenseestraße,residential,30,5.210388423367023,1,1800
Pilsenseestraße,residential,30,11.94279921937641,1,1800
Aichacher Platz,residential,30,7.382956966597823,1,1800
Aichacher Straße,residential,30,19.881196352705388,1,1800
Aichacher Straße,residential,30,5.556849157319285,1,1800
Aichacher Platz,residential,30,7.429189103233308,1,1800
Aichacher Platz,residential,30,7.382956966597823,1,1800
Osterseenstraße,residential,30,12.02695621023249,1,1800
Seehauser Straße,residential,30,9.644862186160406,1,1800
Seehauser Straße,residential,30,16.281232172881637,1,1800
"['Aichacher Straße', 'Kuhfluchtstraße']",residential,30,21.569500705770473,1,1800
Aichacher Platz,residential,30,14.323638875824505,1,1800
Pilsenseestraße,residential,30,5.210388423367023,1,1800
Seehauser Straße,residential,30,16.281232172881634,1,1800
Pilsenseestraße,residential,30,8.018068155431493,1,1800
Murnauer Straße,secondary,50,8.281508405368957,2,3600
Seehauser Straße,residential,30,9.644862186160406,1,1800
Höglwörther Straße,tertiary,50,0.7702740355990015,4,7200
Höglwörther Straße,tertiary,50,7.096802038482031,3,5400
Murnauer Straße,secondary,50,5.609775267091638,2,3600
Sebastian-Bauer-Straße,residential,30,1.1504896893974168,1,1800
Sebastian-Bauer-Straße,residential,30,13.683382877231885,1,1800
Specklstraße,residential,30,18.157465155934155,1,1800
Unterhachinger Straße,secondary,50,26.4114965245578,2,3600
Unterhachinger Straße,secondary,50,7.020613071439537,2,3600
Josef-Beiser-Straße,residential,30,7.653338619103467,1,1800
Unterhachinger Straße,secondary,50,7.020613071439537,2,3600
Unterhachinger Straße,secondary,50,4.457185077326296,2,3600
Wilhelm-Hoegner-Straße,residential,30,14.145611228541844,1,1800
Wilhelm-Hoegner-Straße,residential,30,18.485693073625633,1,1800
Anton-Braith-Straße,living_street,,11.930953473786472,1,1800
Doktor-Schwalber-Straße,residential,30,13.5562983859229,1,1800
Krankenhausstraße,residential,,11.378336426992915,1,1800
Hochstraße,residential,30,7.691497698090821,1,1800
Hochstraße,residential,50,0.7706327232568866,1,1800
Prälat-Wolker-Straße,residential,30,5.071867762119072,1,1800
Doktor-Muhler-Straße,residential,30,15.3938522087485,1,1800
Prälat-Wolker-Straße,residential,30,19.25577874104016,1,1800
Hermannstraße,residential,30,23.330809013381828,1,1800
Prälat-Wolker-Straße,residential,30,9.116792318117119,1,1800
Steinkirchener Straße,residential,30,18.226710276379652,1,1800
Kolpingstraße,residential,30,13.88160042468572,1,1800
Kolpingstraße,residential,30,10.2963885087241,1,1800
Hochstraße,residential,30,9.458051201239016,1,1800
Sommerstraße,residential,30,3.8956731702710035,1,1800
Prälat-Wolker-Straße,residential,30,5.614573640397299,1,1800
Hochstraße,residential,30,22.16905481015394,1,1800
Buchkastraße,residential,30,24.572806558184627,1,1800
Buchkastraße,residential,30,6.648635114182743,1,1800
Ostlerstraße,residential,30,11.625024879172036,1,1800
Webling,residential,30,14.749852501714463,1,1800
Webling,residential,30,21.129688237455536,1,1800
Webling,residential,30,4.504827152829186,1,1800
Etzenhausener Straße,residential,30,0.6318218980845456,1,1800
Etzenhausener Straße,residential,30,9.281200642100874,1,1800
Prälat-Pfanzelt-Straße,residential,30,3.5433103518344757,1,1800
Ostlerstraße,residential,,9.50658681717032,1,1800
"['Ostlerstraße', 'Am Webelsbach']",residential,30,23.88015439783289,1,1800
Ostlerstraße,residential,30,6.486332277720399,1,1800
Hochstraße,residential,30,9.458051201239016,1,1800
Hochstraße,residential,30,9.16939951504681,1,1800
Doktor-Muhler-Straße,residential,30,15.3938522087485,1,1800
Webling,residential,30,17.929809822584375,1,1800
Webling,residential,30,4.539327573904639,1,1800
Webling,residential,30,14.749852501714463,1,1800
Am Kalterbach,unclassified,,17.34147010118024,1,1800
"['Eschenrieder Straße', 'Kanalstraße']",unclassified,50,61.07779299242035,1,1800
Eschenrieder Straße,unclassified,"['100', '50']",22.74472636349602,1,1800
"['Lilienstraße', 'Blumenstraße']",residential,30,25.06970020256514,1,1800
Kohlbeckstraße,residential,30,8.435214219856457,1,1800
Kohlbeckstraße,residential,30,8.435214219856457,1,1800
Von-Hohenhausen-Straße,residential,30,11.12349764945393,1,1800
Kohlbeckstraße,residential,30,11.19780824031666,1,1800
Bergstraße,residential,30,6.731278220292274,1,1800
Bergstraße,residential,30,3.779909722897151,1,1800
Webling,residential,30,21.129688237455547,1,1800
Von-Herterich-Straße,residential,30,9.100029596311327,1,1800
Von-Herterich-Straße,residential,30,6.3266992551824845,1,1800
Von-Herterich-Straße,residential,30,12.817006335290571,1,1800
Sommerstraße,residential,30,8.663796659795125,1,1800
Sommerstraße,residential,30,3.8956731702710035,1,1800
Winterstraße,residential,30,14.770198168282384,1,1800
"['Ostlerstraße', 'Am Webelsbach']",residential,30,23.880154397832886,1,1800
Von-Herterich-Straße,residential,30,12.81700633529057,1,1800
Buchkastraße,residential,30,24.57280655818462,1,1800
Webling,residential,30,17.929809822584378,1,1800
Prälat-Pfanzelt-Straße,residential,30,6.023530065579073,1,1800
Prälat-Pfanzelt-Straße,residential,30,5.46092492098782,1,1800
Pacellistraße,residential,30,15.338413908686702,1,1800
Prälat-Wolker-Straße,residential,30,5.071867762119072,1,1800
Prälat-Wolker-Straße,residential,30,5.614573640397299,1,1800
Kolpingstraße,residential,30,10.2963885087241,1,1800
Kohlbeckstraße,residential,30,5.353358800502846,1,1800
Steinkirchener Straße,residential,30,18.226710276379652,1,1800
Kohlbeckstraße,residential,30,12.42478501137831,1,1800
Krankenhausstraße,residential,,11.378336426992915,1,1800
Etzenhausener Straße,living_street,,15.850294874448549,1,1800
Weblinger Weg,tertiary,"['70', '50']",26.90889770149833,2,3600
Weblinger Weg,tertiary,50,2.019803532391955,1,1800
Pacellistraße,residential,30,14.774445078837157,1,1800
Rupert-Mayer-Straße,residential,30,5.41332896616864,1,1800
Pacellistraße,residential,30,15.338413908686704,1,1800
Ludwigstraße,residential,30,16.909954864147977,1,1800
Ostlerstraße,residential,30,6.486332277720399,1,1800
Hermannstraße,residential,30,5.937484982059266,1,1800
Hermannstraße,residential,30,10.952988335513968,1,1800
Sommerstraße,residential,30,8.663796659795125,1,1800
Etzenhausener Straße,living_street,,15.850294874448553,1,1800
Am Kalterbach,unclassified,,17.341470101180235,1,1800
Ostlerstraße,residential,,9.50658681717032,1,1800
Hermannstraße,residential,30,23.330809013381828,1,1800
Hermannstraße,residential,30,5.937484982059266,1,1800
Kohlbeckstraße,residential,30,5.353358800502846,1,1800
Hochstraße,residential,30,22.16905481015394,1,1800
Kohlbeckstraße,residential,30,11.197808240316661,1,1800
